code,1996-01-04,1997-01-06,1998-01-05,1999-01-04,2000-01-04,2001-01-04,2002-01-04,2003-01-06,2004-01-05,2005-01-04,2006-01-04,2007-01-04,2008-01-04,2009-01-05,2010-01-04,2011-01-04,2012-01-04,2013-01-04,2014-01-06,2015-01-05
300038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4306,-0.1188,1.3625,0.038,NaN
002306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1239,-0.4752,0.3389,0.0519,0.2032,0.4361
002444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5262,0.1822,0.5449,0.4153,0.6968
600633,-0.1168,0.1552,0.4378,-0.0564,NaN,NaN,0.1765,-0.3152,-0.2782,0.0,0.0637,0.7994,-0.5907,0.5057,0.5583,NaN,-0.0706,1.402,0.1913,-0.1103
300295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3329,0.5217,0.2867
000897,NaN,NaN,NaN,NaN,0.4448,-0.2248,-0.2229,-0.2188,0.0412,-0.1469,1.6623,1.7786,-0.718,0.8324,-0.0946,-0.5656,0.2555,0.6316,0.6473,NaN
600640,0.7458,0.2299,-0.1145,0.1909,0.7408,-0.343,-0.2963,-0.1617,NaN,-0.2638,0.6088,1.1151,-0.4952,0.7268,-0.1851,-0.3365,0.0817,1.49,-0.1618,0.1471
000021,4.7059,3.2131,-0.3874,0.6245,-0.2541,-0.4319,-0.1025,0.1207,-0.1712,-0.0926,0.2276,1.1829,-0.7471,2.0717,0.3722,-0.5633,-0.0744,0.167,0.398,0.3727
000022,1.7,-0.2691,-0.1588,0.2008,0.8662,-0.1505,-0.0464,0.6872,0.6659,-0.2406,0.3749,0.6077,-0.6325,0.5973,-0.0455,-0.3255,0.1278,0.5415,0.5016,-0.2127
300414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002670,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6745,0.2414,1.1726
300532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.936,-0.0429,1.6127
600579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1389,-0.4652,-0.2952,0.3604,2.3477,NaN,1.9312,-0.0304,-0.3846,0.0718,0.3326,0.8849,0.1823
002395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4339,-0.2021,0.2239,0.3565,1.7892
002567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3007,0.0622,0.019,0.3354
000020,2.6126,-0.0043,0.1223,-0.0506,1.8183,-0.174,-0.4718,-0.3244,-0.5033,-0.043,3.0657,NaN,-0.69,3.4839,-0.1448,-0.4574,0.1938,0.0227,0.4016,NaN
002537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0983,0.2213,0.2099,1.1988
600035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1179,0.3081,1.0862,-0.5283,0.3785,0.0092,-0.3825,-0.072,0.0198,1.2389,NaN
002409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5088,-0.0015,0.1357,0.2091,0.29
002063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6067,-0.3203,1.977,0.7799,-0.294,0.1224,0.2541,0.1577,0.1224
300059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4786,-0.2068,2.1652,2.5762,1.1581
002229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1321,-0.0211,-0.2472,-0.218,1.6491,0.0141,0.6115
002490,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.585,1.2468,-0.0545,-0.1182,0.1115
600070,NaN,NaN,0.1642,0.3353,0.6241,-0.1336,-0.2825,-0.0994,-0.3728,-0.2172,0.2151,1.6549,-0.6,1.575,0.2362,-0.2974,0.3413,0.0353,0.6356,0.7116
000782,NaN,NaN,-0.5072,-0.0036,0.5631,-0.2621,-0.1591,-0.2309,0.0275,-0.4609,0.1173,1.499,-0.6323,1.5991,0.0232,-0.3793,-0.0992,0.142,0.9569,0.6499
300333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0357,0.4057,3.6093
300545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600787,NaN,NaN,1.0217,2.0,0.0394,-0.3203,-0.2572,0.0109,0.25,-0.2146,NaN,1.1849,-0.686,1.2665,-0.1674,-0.0361,-0.016,0.3152,1.0702,-0.0938
300558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6604,NaN,0.6354
300178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2016,1.055,0.7638,1.2295
000055,NaN,0.7711,-0.159,-0.1809,0.5281,-0.3807,-0.2659,-0.2493,0.1367,-0.3379,-0.0735,0.979,-0.4863,1.4009,0.06,-0.431,0.1482,0.2512,0.8386,0.2097
002645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.27,-0.0114,0.8173,NaN
002697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1081,0.669,0.4676
600258,NaN,NaN,NaN,NaN,NaN,-0.4056,-0.1084,-0.2827,-0.2339,0.0712,1.8167,NaN,-0.8063,1.4281,0.0074,-0.4515,-0.0536,0.4372,0.0854,0.9122
300393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2574
300272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1757,0.2601,0.8038,0.8972
002382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2183,-0.1277,0.396,0.4849,0.4135
002390,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5242,0.5025,0.8547,0.4135,0.5593
300128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5558,0.7424,0.3602,-0.0011,0.7757
000659,NaN,0.3318,-0.0105,-0.117,0.4418,-0.2529,-0.0951,-0.089,0.0855,-0.415,0.265,2.9133,-0.6504,0.8292,0.0596,-0.2975,-0.175,-0.0293,0.3094,0.4899
300216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3673,0.5907,NaN,NaN
600712,NaN,-0.2314,0.1129,0.3237,0.3248,-0.2259,-0.153,-0.1492,-0.3249,-0.2107,0.5867,NaN,-0.6313,1.5137,0.5831,-0.284,0.1178,-0.1828,0.4289,0.6101
300175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1592,-0.1144,0.6115,1.0083
300498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3547,-0.117,2.5166,1.6045,1.6856
002374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5886,0.477,-0.0646,0.5242,0.3008
300434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
000906,NaN,NaN,NaN,NaN,0.6531,-0.1099,-0.0435,0.3661,-0.652,-0.4139,1.3978,1.5922,-0.7972,1.9472,-0.0108,-0.3788,-0.1433,0.312,1.3022,NaN
600575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.133,-0.1093,-0.0495,1.7938,-0.4552,3.6962,0.4474,-0.2402,-0.1422,-0.1057,0.4441,NaN
002602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2,0.1276,NaN,NaN
002217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7263,-0.3196,-0.256,-0.0982,0.1549,1.0189,NaN
300543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600638,0.5735,0.8989,0.0065,-0.0397,0.1961,-0.3396,-0.1639,-0.2318,-0.2714,-0.1038,0.3325,3.656,-0.6403,0.8547,-0.4693,-0.2298,0.4058,0.251,0.3569,-0.1933
300286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8712,-0.1289,0.3146
603333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.109,0.2068,0.5332
300547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.6952,0.8976,0.1822,-0.3621,-0.1363,0.48,1.04,2.1748
300380,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8861
002456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4842,1.4227,1.1773,-0.1732,0.5138
000012,2.0714,-0.1107,-0.1768,-0.0197,3.5262,-0.5203,-0.206,-0.1729,0.0909,-0.0958,1.3871,1.2967,-0.6387,1.2296,0.7845,-0.56,-0.0302,-0.064,0.2562,0.3228
300550,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0137,0.3329,0.42,0.8488
000505,1.0983,-0.0774,0.1347,0.2062,0.8161,-0.392,-0.2781,-0.4713,-0.3796,-0.1092,0.9598,7.1025,-0.751,0.303,-0.3172,-0.4154,-0.0471,0.3816,NaN,0.139
300418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.567,-0.1626,-0.1107,0.4143,2.8182
000595,NaN,0.2642,-0.1532,0.2683,0.7997,-0.3609,-0.2035,-0.3525,-0.1582,-0.1805,0.1682,1.4921,-0.2668,0.5716,-0.1951,-0.2005,NaN,-0.1414,0.5373,0.3941
601116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0601,-0.1017,0.1112,0.2803
603703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3065
000918,NaN,NaN,NaN,NaN,0.6701,-0.3809,-0.4014,-0.1801,-0.1824,-0.4388,1.1987,NaN,NaN,NaN,-0.351,-0.5344,0.0581,-0.3377,0.6844,0.2393
300002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3394,-0.63,-0.0962,2.0436,0.1675,0.0451
002146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.6718,2.3906,0.2092,-0.2708,0.7455,-0.3563,0.8674,-0.0162
600822,-0.2051,0.255,0.073,0.5351,0.8109,-0.2248,-0.1394,-0.4095,0.0497,-0.0769,NaN,0.5371,-0.5404,1.1907,-0.1105,-0.3541,-0.1414,0.9774,-0.0618,0.9073
300028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.371,-0.4176,-0.1128,0.4451,0.9849,NaN
600074,NaN,NaN,0.0518,-0.0542,0.5885,-0.1738,-0.1111,0.0826,-0.2874,-0.3003,0.6261,NaN,-0.6397,0.6355,-0.0029,-0.3782,0.3641,0.1385,NaN,1.4073
300362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035,0.1225,0.5588
002613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,-0.0554,0.6665,0.2879
600590,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1938,0.0769,-0.1875,0.6081,0.7472,-0.4954,2.2571,-0.0839,-0.4525,-0.1077,0.1133,0.4522,0.6031
600588,NaN,NaN,NaN,NaN,NaN,NaN,-0.1167,-0.1774,-0.1468,0.2344,0.9913,0.8615,-0.2175,0.6456,0.1186,-0.2569,-0.2931,0.427,1.2524,0.3213
300251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3239,1.2412,0.2887,0.4962
600272,NaN,NaN,NaN,NaN,NaN,NaN,-0.2461,-0.2531,-0.4227,-0.303,0.7355,NaN,-0.6168,0.606,0.0076,0.0022,0.0702,-0.0696,0.59,0.1053
300507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
000608,NaN,1.6083,-0.1372,0.4521,0.7585,-0.4385,-0.2633,-0.3289,0.8394,-0.2676,NaN,1.3723,-0.7767,2.1245,-0.054,-0.4986,0.5203,-0.1123,0.0522,0.1279
300560,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.6064,-0.3439,0.4286,NaN,0.458
300521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4513,-0.0881,0.0061,0.1334,NaN
002712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3873
002393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3815,0.0712,0.1865,-0.1003,0.3137
000821,NaN,NaN,NaN,-0.0763,0.7391,-0.4103,-0.2789,-0.1585,-0.1928,-0.4311,0.3242,2.0531,-0.6739,1.4878,0.2559,-0.5185,-0.0859,-0.0143,1.4863,0.4857
002132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.6279,1.1994,1.1402,-0.5438,-0.3278,-0.195,0.5481,0.3571
603328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0966
002094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9373,-0.5428,1.0955,0.9516,-0.3469,-0.1223,-0.0126,0.3709,1.7752
000672,NaN,-0.1096,0.4385,0.2763,1.2766,-0.246,-0.3754,-0.4322,-0.217,-0.2314,0.7763,0.8537,NaN,NaN,NaN,NaN,NaN,NaN,1.009,-0.1303
000838,NaN,NaN,0.0827,0.1875,0.5263,-0.2912,0.0162,-0.4069,-0.0466,-0.031,0.9417,2.18,-0.794,1.2443,-0.1361,-0.4189,0.5522,-0.2178,0.4654,4.2704
002130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5021,1.4458,0.8313,-0.4195,-0.0016,-0.0177,0.9951,0.6011
300010,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1911,-0.4548,-0.3426,1.1882,NaN,2.1139
300230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2174,0.3651,0.2402,2.0868
600616,0.1193,-0.0574,0.6522,0.1105,0.9953,-0.1843,0.1278,0.1877,0.15,0.0529,0.8977,1.1079,-0.6154,0.7424,-0.1765,-0.2881,-0.0259,-0.0794,0.2076,0.2426
300446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.223,1.2758,0.266,1.5875
300499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5549,1.2192,0.4074,-0.3508,-0.2003,1.5259,0.694,0.8475
300023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3564,-0.4177,-0.1186,0.3509,0.3918,1.1586
600816,0.8443,0.7279,-0.2254,0.2569,0.5339,-0.1169,-0.3471,-0.1734,-0.3362,-0.0525,NaN,NaN,-0.6043,0.4551,-0.2236,NaN,-0.0439,0.0559,1.1588,0.9331
600523,NaN,NaN,NaN,NaN,NaN,NaN,-0.2408,-0.2847,-0.3402,-0.3094,2.4878,0.8591,-0.3454,NaN,0.509,-0.6194,0.0067,0.2627,0.3775,0.2743
600598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25,-0.0988,-0.3501,1.0635,2.1016,-0.3591,0.3536,-0.1035,-0.3818,-0.0144,0.2861,0.0216,0.2945
600963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1524,1.864,1.7825,-0.7347,0.9405,0.0522,-0.5275,-0.1419,-0.2481,0.78,0.3221
600512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2487,-0.1862,-0.1102,0.5429,1.9815,-0.6178,0.7226,0.4371,-0.3917,0.1007,-0.0592,0.4762,0.1835
600195,NaN,NaN,NaN,NaN,0.7315,-0.2445,-0.175,-0.3796,0.2339,-0.1715,1.6663,1.8876,-0.643,0.753,0.1545,-0.2722,-0.2671,0.2025,0.1233,0.2553
300118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.6299,NaN,0.4643,0.1814,0.6465
600184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2026,-0.1841,0.7882,1.4545,-0.4949,1.3822,1.0056,-0.3744,-0.3033,0.0778,0.7289,0.6974
002732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4883
600727,NaN,1.6069,0.368,0.0637,-0.022,-0.2749,-0.3907,-0.1374,-0.2729,-0.2008,0.0736,1.1608,-0.5274,0.5486,0.142,NaN,-0.0732,0.1184,NaN,0.6069
600097,NaN,NaN,-0.2301,-0.2113,0.3694,-0.0394,-0.2205,-0.3105,-0.2162,-0.1762,-0.0628,3.1141,-0.3631,0.741,-0.3026,-0.2879,0.2705,-0.0129,0.2367,0.1547
002719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5519
002342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4117,0.2918,-0.1364,0.0255,0.1243
000661,NaN,0.585,-0.1164,-0.1461,0.8361,-0.3445,-0.3343,-0.4361,0.0987,-0.3677,1.5163,NaN,-0.3854,1.8557,1.2182,-0.4314,0.7058,0.9703,-0.2329,0.2516
300203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2063,0.2706,0.1239,0.5926
300470,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0733,0.8882,1.5439,-0.75,2.7874,-0.3202,-0.283,0.1865,0.577,NaN,NaN
000019,2.8679,-0.1512,-0.2989,0.4645,0.4888,-0.2644,-0.0801,-0.3722,-0.1327,-0.1109,NaN,3.072,-0.7559,0.966,0.0212,-0.2936,0.1687,NaN,0.2428,0.8221
002788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0341,0.1938,-0.2144,-0.3954,1.8038,1.2092,0.6604
300322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8185,0.305,0.6266
000777,NaN,NaN,-0.0148,-0.0337,1.2209,-0.3264,-0.2228,-0.2873,0.0603,0.0543,0.7197,3.4474,-0.6596,0.6967,0.8727,-0.5008,0.0035,-0.0721,2.0218,-0.0278
603866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2168,0.2455,0.3741,4.4974
600536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2997,-0.3898,0.0709,0.3241,0.599,-0.5255,1.6483,-0.0379,-0.3539,-0.2704,2.5513,0.7639,-0.0456
002796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0745,-0.2264,1.899,1.5146,-0.6035,0.7887,0.4145,-0.3518,0.3072,0.4652,-0.2471,0.337
603716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
002580,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0488,0.018,0.3106,0.7526
002623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1944,-0.1084,0.2546,0.8142
002614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3237,1.436,-0.0191,0.6959
000716,NaN,NaN,0.0922,0.3977,0.1652,-0.1634,-0.1693,-0.498,-0.0347,-0.4462,0.4907,1.9503,-0.7326,2.4646,0.4386,NaN,NaN,0.0421,0.3163,0.1081
600171,NaN,NaN,NaN,0.7466,0.2456,-0.3238,-0.1346,-0.1025,-0.139,-0.4013,NaN,0.7021,-0.6157,1.5764,0.0383,-0.4802,0.0678,0.879,0.1998,0.7069
600153,NaN,NaN,NaN,0.0685,0.3293,-0.3468,-0.2276,-0.1071,0.12,-0.1634,1.1131,2.3535,-0.5467,0.9369,-0.024,-0.0721,0.1345,-0.0022,0.7214,NaN
300167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0137,2.0416,0.1995,0.3812
603022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0031,-0.4281,-0.0706,0.7295,0.2838,0.6908
300468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
